"V1","V2","V3","V4","V5"
"8","2010","Portland, OR, USA","13","18"
"9","2010","Portland, OR, USA","13","17"
"6","2010","Portland, OR, USA","11","16"
"2","2010","Portland, OR, USA","10","18"
"7","2010","Portland, OR, USA","12","17"
"7","2010","Portland, OR, USA","14","21"
"9","2010","Portland, OR, USA","14","19"
"7","2010","Portland, OR, USA","15","23"
"11","2010","Portland, OR, USA","16","20"
"9","2010","Portland, OR, USA","12","14"
"8","2010","Portland, OR, USA","11","14"
"8","2010","Portland, OR, USA","12","17"
"4","2010","Portland, OR, USA","11","17"
"7","2010","Portland, OR, USA","11","15"
"5","2010","Portland, OR, USA","12","18"
"10","2010","Portland, OR, USA","14","17"
"8","2010","Portland, OR, USA","11","13"
"7","2010","Portland, OR, USA","9","12"
"6","2010","Portland, OR, USA","10","14"
"7","2010","Portland, OR, USA","11","14"
"9","2010","Portland, OR, USA","13","16"
"8","2010","Portland, OR, USA","12","16"
"6","2010","Portland, OR, USA","9","12"
"5","2010","Portland, OR, USA","8","10"
"5","2010","Portland, OR, USA","8","12"
"5","2010","Portland, OR, USA","10","15"
"6","2010","Portland, OR, USA","13","20"
"7","2010","Portland, OR, USA","14","21"
"6","2010","Portland, OR, USA","14","22"
"8","2010","Portland, OR, USA","12","16"
"10","2010","Portland, OR, USA","13","17"
"9","2010","Portland, OR, USA","14","18"
"8","2010","Portland, OR, USA","16","23"
"9","2010","Portland, OR, USA","17","24"
"10","2010","Portland, OR, USA","17","23"
"11","2010","Portland, OR, USA","17","23"
"12","2010","Portland, OR, USA","18","24"
"11","2010","Portland, OR, USA","14","18"
"9","2010","Portland, OR, USA","14","19"
"7","2010","Portland, OR, USA","10","13"
"7","2010","Portland, OR, USA","10","12"
"7","2010","Portland, OR, USA","10","13"
"7","2010","Portland, OR, USA","9","12"
"6","2010","Portland, OR, USA","11","16"
"11","2010","Portland, OR, USA","14","18"
"9","2010","Portland, OR, USA","12","15"
"7","2010","Portland, OR, USA","13","18"
"9","2010","Portland, OR, USA","12","14"
"9","2010","Portland, OR, USA","13","16"
"11","2010","Portland, OR, USA","15","18"
"12","2010","Portland, OR, USA","17","22"
"12","2010","Portland, OR, USA","14","17"
"11","2010","Portland, OR, USA","15","18"
"8","2010","Portland, OR, USA","12","17"
"10","2010","Portland, OR, USA","14","17"
"8","2010","Portland, OR, USA","16","23"
"14","2010","Portland, OR, USA","16","17"
"12","2010","Portland, OR, USA","17","21"
"10","2010","Portland, OR, USA","16","22"
"11","2010","Portland, OR, USA","14","17"
"11","2010","Portland, OR, USA","13","15"
"11","2010","Portland, OR, USA","14","18"
"10","2010","Portland, OR, USA","19","27"
"11","2010","Portland, OR, USA","17","22"
"8","2010","Portland, OR, USA","13","18"
"9","2010","Portland, OR, USA","12","14"
"9","2010","Portland, OR, USA","12","15"
"11","2010","Portland, OR, USA","14","17"
"9","2010","Portland, OR, USA","15","21"
"12","2010","Portland, OR, USA","16","20"
"12","2010","Portland, OR, USA","13","15"
"12","2010","Portland, OR, USA","16","19"
"13","2010","Portland, OR, USA","18","24"
"16","2010","Portland, OR, USA","22","28"
"14","2010","Portland, OR, USA","20","27"
"13","2010","Portland, OR, USA","18","23"
"12","2010","Portland, OR, USA","19","25"
"12","2010","Portland, OR, USA","20","28"
"14","2010","Portland, OR, USA","19","24"
"11","2010","Portland, OR, USA","16","21"
"10","2010","Portland, OR, USA","16","22"
"13","2010","Portland, OR, USA","16","18"
"12","2010","Portland, OR, USA","15","18"
"11","2010","Portland, OR, USA","16","21"
"12","2010","Portland, OR, USA","16","19"
"9","2010","Portland, OR, USA","14","20"
"11","2010","Portland, OR, USA","20","29"
"14","2010","Portland, OR, USA","24","35"
"17","2010","Portland, OR, USA","27","36"
"16","2010","Portland, OR, USA","26","34"
"17","2010","Portland, OR, USA","23","29"
"17","2010","Portland, OR, USA","22","27"
"13","2010","Portland, OR, USA","17","21"
"12","2010","Portland, OR, USA","17","22"
"12","2010","Portland, OR, USA","21","29"
"14","2010","Portland, OR, USA","22","29"
"12","2010","Portland, OR, USA","18","24"
"11","2010","Portland, OR, USA","18","24"
"12","2010","Portland, OR, USA","17","22"
"13","2010","Portland, OR, USA","18","24"
"12","2010","Portland, OR, USA","17","22"
"13","2010","Portland, OR, USA","20","27"
"12","2010","Portland, OR, USA","18","23"
"13","2010","Portland, OR, USA","21","28"
"17","2010","Portland, OR, USA","26","33"
"15","2010","Portland, OR, USA","23","32"
"15","2010","Portland, OR, USA","23","32"
"13","2010","Portland, OR, USA","21","28"
"14","2010","Portland, OR, USA","21","27"
"13","2010","Portland, OR, USA","21","28"
"13","2010","Portland, OR, USA","19","26"
"14","2010","Portland, OR, USA","18","22"
"14","2010","Portland, OR, USA","20","25"
"14","2010","Portland, OR, USA","20","26"
"14","2010","Portland, OR, USA","20","26"
"14","2010","Portland, OR, USA","21","27"
"16","2010","Portland, OR, USA","23","29"
"14","2010","Portland, OR, USA","20","26"
"15","2010","Portland, OR, USA","20","24"
"15","2010","Portland, OR, USA","20","24"
"14","2010","Portland, OR, USA","17","20"
"14","2010","Portland, OR, USA","18","22"
"14","2010","Portland, OR, USA","21","27"
"14","2010","Portland, OR, USA","21","28"
"15","2010","Portland, OR, USA","25","34"
"16","2010","Portland, OR, USA","27","37"
"17","2010","Portland, OR, USA","27","36"
"16","2010","Portland, OR, USA","26","36"
"16","2010","Portland, OR, USA","24","33"
"15","2010","Portland, OR, USA","20","25"
"13","2010","Portland, OR, USA","18","23"
"11","2010","Portland, OR, USA","17","24"
"12","2010","Portland, OR, USA","17","22"
"14","2010","Portland, OR, USA","18","22"
"11","2010","Portland, OR, USA","19","27"
"12","2010","Portland, OR, USA","24","35"
"14","2010","Portland, OR, USA","24","34"
"14","2010","Portland, OR, USA","18","21"
"11","2010","Portland, OR, USA","17","22"
"12","2010","Portland, OR, USA","18","23"
"10","2010","Portland, OR, USA","15","20"
"13","2010","Portland, OR, USA","17","21"
"12","2010","Portland, OR, USA","15","18"
"15","2010","Portland, OR, USA","19","23"
"12","2010","Portland, OR, USA","22","31"
"15","2010","Portland, OR, USA","23","31"
"13","2010","Portland, OR, USA","17","21"
"11","2010","Portland, OR, USA","16","21"
"9","2010","Portland, OR, USA","16","23"
"14","2010","Portland, OR, USA","17","19"
"12","2010","Portland, OR, USA","15","18"
"14","2010","Portland, OR, USA","16","18"
"13","2010","Portland, OR, USA","17","20"
"11","2010","Portland, OR, USA","17","22"
"10","2010","Portland, OR, USA","18","25"
"14","2010","Portland, OR, USA","19","25"
"15","2010","Portland, OR, USA","19","23"
"13","2010","Portland, OR, USA","18","23"
"16","2010","Portland, OR, USA","19","23"
"17","2010","Portland, OR, USA","19","21"
"16","2010","Portland, OR, USA","17","19"
"15","2010","Portland, OR, USA","19","22"
"13","2010","Portland, OR, USA","16","19"
"12","2010","Portland, OR, USA","16","21"
"11","2010","Portland, OR, USA","16","21"
"12","2010","Portland, OR, USA","14","16"
"10","2010","Portland, OR, USA","17","23"
"11","2010","Portland, OR, USA","18","26"
"16","2010","Portland, OR, USA","18","20"
"17","2010","Portland, OR, USA","23","29"
"17","2010","Portland, OR, USA","21","25"
"14","2010","Portland, OR, USA","19","24"
"12","2010","Portland, OR, USA","21","29"
"14","2010","Portland, OR, USA","17","19"
"14","2010","Portland, OR, USA","18","21"
"13","2010","Portland, OR, USA","16","18"
"8","2010","Portland, OR, USA","12","16"
"8","2010","Portland, OR, USA","14","21"
"8","2010","Portland, OR, USA","18","27"
"14","2010","Portland, OR, USA","16","17"
"14","2010","Portland, OR, USA","17","21"
"14","2010","Portland, OR, USA","17","20"
"8","2010","Portland, OR, USA","14","19"
"7","2010","Portland, OR, USA","12","17"
"6","2010","Portland, OR, USA","13","19"
"6","2010","Portland, OR, USA","14","22"
"7","2010","Portland, OR, USA","13","19"
"6","2010","Portland, OR, USA","11","16"
"6","2010","Portland, OR, USA","12","17"
"3","2010","Portland, OR, USA","11","17"
"4","2010","Portland, OR, USA","11","18"
"6","2010","Portland, OR, USA","13","21"
"6","2010","Portland, OR, USA","14","22"
"7","2010","Portland, OR, USA","12","17"
"12","2010","Portland, OR, USA","14","17"
"11","2010","Portland, OR, USA","14","17"
"9","2010","Portland, OR, USA","11","13"
"7","2010","Portland, OR, USA","10","13"
"7","2010","Portland, OR, USA","9","11"
"4","2010","Portland, OR, USA","9","14"
"10","2010","Portland, OR, USA","11","12"
"7","2010","Portland, OR, USA","11","15"
"7","2010","Portland, OR, USA","9","12"
"4","2010","Portland, OR, USA","9","14"
"12","2010","Portland, OR, USA","16","19"
"11","2010","Portland, OR, USA","14","17"
"11","2010","Portland, OR, USA","16","21"
"8","2010","Portland, OR, USA","14","20"
"8","2010","Portland, OR, USA","12","16"
"11","2010","Portland, OR, USA","13","15"
"8","2010","Portland, OR, USA","12","14"
"6","2010","Portland, OR, USA","8","11"
"5","2010","Portland, OR, USA","7","8"
"5","2010","Portland, OR, USA","8","11"
"2","2010","Portland, OR, USA","6","10"
"3","2010","Portland, OR, USA","7","11"
"6","2010","Portland, OR, USA","7","9"
"9","2010","Portland, OR, USA","11","13"
"11","2010","Portland, OR, USA","13","15"
"9","2010","Portland, OR, USA","11","13"
"3","2010","Portland, OR, USA","7","10"
"3","2010","Portland, OR, USA","6","9"
"3","2010","Portland, OR, USA","6","9"
"2","2010","Portland, OR, USA","6","8"
"0","2010","Portland, OR, USA","2","4"
"-1","2010","Portland, OR, USA","2","5"
"-8","2010","Portland, OR, USA","-4","-1"
"-8","2010","Portland, OR, USA","-4","0"
"-1","2010","Portland, OR, USA","2","4"
"1","2010","Portland, OR, USA","3","4"
"2","2010","Portland, OR, USA","5","7"
"2","2010","Portland, OR, USA","4","7"
"2","2010","Portland, OR, USA","4","6"
"2","2010","Portland, OR, USA","6","9"
"4","2010","Portland, OR, USA","6","7"
"4","2010","Portland, OR, USA","6","8"
"3","2010","Portland, OR, USA","6","8"
"4","2010","Portland, OR, USA","6","8"
"4","2010","Portland, OR, USA","7","9"
"3","2010","Portland, OR, USA","6","8"
"4","2010","Portland, OR, USA","6","7"
"4","2010","Portland, OR, USA","7","10"
"6","2010","Portland, OR, USA","9","11"
"4","2010","Portland, OR, USA","7","8"
"4","2010","Portland, OR, USA","9","14"
"12","2010","Portland, OR, USA","14","16"
"11","2010","Portland, OR, USA","13","16"
"5","2010","Portland, OR, USA","9","13"
"5","2010","Portland, OR, USA","7","9"
"3","2010","Portland, OR, USA","6","8"
"1","2010","Portland, OR, USA","4","8"
"2","2010","Portland, OR, USA","4","6"
"1","2010","Portland, OR, USA","3","6"
"2","2010","Portland, OR, USA","3","4"
"3","2010","Portland, OR, USA","4","6"
"3","2010","Portland, OR, USA","5","7"
"4","2010","Portland, OR, USA","6","7"
"5","2010","Portland, OR, USA","6","6"
"4","2010","Portland, OR, USA","7","8"
"4","2010","Portland, OR, USA","6","7"
"4","2010","Portland, OR, USA","7","9"
"4","2010","Portland, OR, USA","7","9"
"1","2010","Portland, OR, USA","3","6"
"-3","2010","Portland, OR, USA","-1","2"
"-6","2010","Portland, OR, USA","-2","2"
"-2","2011","Portland, OR, USA","0","2"
"-4","2011","Portland, OR, USA","-1","3"
"-5","2011","Portland, OR, USA","-1","3"
"-3","2011","Portland, OR, USA","-1","2"
"-1","2011","Portland, OR, USA","2","4"
"3","2011","Portland, OR, USA","6","8"
"1","2011","Portland, OR, USA","4","8"
"-2","2011","Portland, OR, USA","2","6"
"2","2011","Portland, OR, USA","4","6"
"0","2011","Portland, OR, USA","3","5"
"-1","2011","Portland, OR, USA","1","2"
"-1","2011","Portland, OR, USA","6","12"
"6","2011","Portland, OR, USA","10","14"
"11","2011","Portland, OR, USA","13","15"
"10","2011","Portland, OR, USA","12","14"
"13","2011","Portland, OR, USA","14","14"
"7","2011","Portland, OR, USA","10","13"
"3","2011","Portland, OR, USA","6","7"
"2","2011","Portland, OR, USA","4","7"
"1","2011","Portland, OR, USA","3","5"
"4","2011","Portland, OR, USA","7","9"
"2","2011","Portland, OR, USA","6","10"
"2","2011","Portland, OR, USA","5","8"
"4","2011","Portland, OR, USA","8","11"
"3","2011","Portland, OR, USA","7","11"
"2","2011","Portland, OR, USA","7","12"
"2","2011","Portland, OR, USA","7","13"
"3","2011","Portland, OR, USA","8","12"
"4","2011","Portland, OR, USA","8","12"
"4","2011","Portland, OR, USA","7","10"
"2","2011","Portland, OR, USA","4","7"
"-1","2011","Portland, OR, USA","3","6"
"-2","2011","Portland, OR, USA","3","7"
"1","2011","Portland, OR, USA","6","10"
"3","2011","Portland, OR, USA","7","10"
"6","2011","Portland, OR, USA","8","10"
"7","2011","Portland, OR, USA","10","13"
"6","2011","Portland, OR, USA","8","9"
"1","2011","Portland, OR, USA","6","10"
"-1","2011","Portland, OR, USA","3","7"
"-2","2011","Portland, OR, USA","3","7"
"1","2011","Portland, OR, USA","6","11"
"5","2011","Portland, OR, USA","9","14"
"4","2011","Portland, OR, USA","7","10"
"6","2011","Portland, OR, USA","9","13"
"3","2011","Portland, OR, USA","6","8"
"1","2011","Portland, OR, USA","4","7"
"2","2011","Portland, OR, USA","6","9"
"1","2011","Portland, OR, USA","4","7"
"1","2011","Portland, OR, USA","6","10"
"-2","2011","Portland, OR, USA","3","8"
"2","2011","Portland, OR, USA","5","8"
"2","2011","Portland, OR, USA","5","8"
"0","2011","Portland, OR, USA","3","6"
"-2","2011","Portland, OR, USA","1","4"
"-4","2011","Portland, OR, USA","-1","1"
"-8","2011","Portland, OR, USA","-3","1"
"1","2011","Portland, OR, USA","4","8"
"2","2011","Portland, OR, USA","4","6"
"1","2011","Portland, OR, USA","4","6"
"3","2011","Portland, OR, USA","7","9"
"3","2011","Portland, OR, USA","7","10"
"1","2011","Portland, OR, USA","4","8"
"4","2011","Portland, OR, USA","8","12"
"2","2011","Portland, OR, USA","6","8"
"-1","2011","Portland, OR, USA","5","10"
"4","2011","Portland, OR, USA","9","14"
"8","2011","Portland, OR, USA","11","14"
"5","2011","Portland, OR, USA","8","12"
"4","2011","Portland, OR, USA","9","14"
"6","2011","Portland, OR, USA","9","12"
"8","2011","Portland, OR, USA","9","11"
"7","2011","Portland, OR, USA","11","14"
"6","2011","Portland, OR, USA","9","12"
"5","2011","Portland, OR, USA","6","7"
"3","2011","Portland, OR, USA","7","10"
"4","2011","Portland, OR, USA","7","9"
"1","2011","Portland, OR, USA","6","11"
"1","2011","Portland, OR, USA","6","11"
"5","2011","Portland, OR, USA","8","12"
"3","2011","Portland, OR, USA","7","11"
"1","2011","Portland, OR, USA","8","15"
"3","2011","Portland, OR, USA","8","12"
"3","2011","Portland, OR, USA","7","11"
"6","2011","Portland, OR, USA","9","11"
"6","2011","Portland, OR, USA","8","10"
"6","2011","Portland, OR, USA","9","12"
"8","2011","Portland, OR, USA","9","11"
"11","2011","Portland, OR, USA","13","15"
"12","2011","Portland, OR, USA","15","17"
"7","2011","Portland, OR, USA","13","20"
"6","2011","Portland, OR, USA","8","11"
"3","2011","Portland, OR, USA","7","11"
"7","2011","Portland, OR, USA","8","10"
"5","2011","Portland, OR, USA","8","12"
"4","2011","Portland, OR, USA","7","8"
"3","2011","Portland, OR, USA","7","11"
"-1","2011","Portland, OR, USA","8","16"
"6","2011","Portland, OR, USA","10","14"
"7","2011","Portland, OR, USA","11","14"
"6","2011","Portland, OR, USA","9","12"
"2","2011","Portland, OR, USA","8","14"
"7","2011","Portland, OR, USA","9","11"
"6","2011","Portland, OR, USA","8","11"
"6","2011","Portland, OR, USA","8","9"
"11","2011","Portland, OR, USA","12","13"
"1","2011","Portland, OR, USA","7","12"
"1","2011","Portland, OR, USA","7","12"
"2","2011","Portland, OR, USA","8","14"
"4","2011","Portland, OR, USA","9","14"
"5","2011","Portland, OR, USA","8","11"
"1","2011","Portland, OR, USA","9","18"
"3","2011","Portland, OR, USA","12","22"
"8","2011","Portland, OR, USA","11","14"
"8","2011","Portland, OR, USA","11","14"
"7","2011","Portland, OR, USA","11","14"
"7","2011","Portland, OR, USA","10","13"
"5","2011","Portland, OR, USA","8","11"
"4","2011","Portland, OR, USA","9","14"
"5","2011","Portland, OR, USA","11","16"
"3","2011","Portland, OR, USA","12","19"
"10","2011","Portland, OR, USA","13","16"
"7","2011","Portland, OR, USA","12","16"
"5","2011","Portland, OR, USA","13","21"
"8","2011","Portland, OR, USA","12","15"
"9","2011","Portland, OR, USA","12","13"
"9","2011","Portland, OR, USA","12","15"
"7","2011","Portland, OR, USA","11","15"
"9","2011","Portland, OR, USA","13","16"
"9","2011","Portland, OR, USA","14","18"
"9","2011","Portland, OR, USA","12","14"
"3","2011","Portland, OR, USA","11","17"
"7","2011","Portland, OR, USA","15","23"
"11","2011","Portland, OR, USA","14","18"
"10","2011","Portland, OR, USA","12","14"
"8","2011","Portland, OR, USA","13","17"
"6","2011","Portland, OR, USA","12","18"
"8","2011","Portland, OR, USA","15","22"
"6","2011","Portland, OR, USA","14","23"
"7","2011","Portland, OR, USA","16","23"
"10","2011","Portland, OR, USA","13","17"
"11","2011","Portland, OR, USA","13","15"
"9","2011","Portland, OR, USA","13","16"
"6","2011","Portland, OR, USA","13","20"
"7","2011","Portland, OR, USA","11","14"
"6","2011","Portland, OR, USA","9","13"
"8","2011","Portland, OR, USA","11","14"
"7","2011","Portland, OR, USA","12","17"
"7","2011","Portland, OR, USA","10","13"
"9","2011","Portland, OR, USA","14","18"
"11","2011","Portland, OR, USA","13","16"
"11","2011","Portland, OR, USA","14","17"
"8","2011","Portland, OR, USA","12","16"
"8","2011","Portland, OR, USA","17","25"
"11","2011","Portland, OR, USA","21","30"
"15","2011","Portland, OR, USA","21","26"
"12","2011","Portland, OR, USA","17","21"
"12","2011","Portland, OR, USA","16","18"
"12","2011","Portland, OR, USA","14","17"
"10","2011","Portland, OR, USA","17","23"
"13","2011","Portland, OR, USA","16","18"
"13","2011","Portland, OR, USA","17","21"
"11","2011","Portland, OR, USA","15","19"
"13","2011","Portland, OR, USA","17","22"
"12","2011","Portland, OR, USA","16","19"
"10","2011","Portland, OR, USA","14","18"
"7","2011","Portland, OR, USA","14","21"
"9","2011","Portland, OR, USA","17","24"
"12","2011","Portland, OR, USA","14","16"
"12","2011","Portland, OR, USA","16","19"
"14","2011","Portland, OR, USA","18","23"
"12","2011","Portland, OR, USA","21","28"
"14","2011","Portland, OR, USA","18","21"
"13","2011","Portland, OR, USA","16","19"
"13","2011","Portland, OR, USA","17","20"
"10","2011","Portland, OR, USA","16","22"
"11","2011","Portland, OR, USA","17","24"
"15","2011","Portland, OR, USA","20","25"
"17","2011","Portland, OR, USA","19","21"
"15","2011","Portland, OR, USA","18","21"
"13","2011","Portland, OR, USA","16","19"
"10","2011","Portland, OR, USA","18","26"
"13","2011","Portland, OR, USA","21","29"
"13","2011","Portland, OR, USA","19","24"
"12","2011","Portland, OR, USA","19","27"
"13","2011","Portland, OR, USA","22","30"
"16","2011","Portland, OR, USA","23","31"
"15","2011","Portland, OR, USA","17","19"
"14","2011","Portland, OR, USA","18","22"
"11","2011","Portland, OR, USA","18","26"
"13","2011","Portland, OR, USA","19","26"
"13","2011","Portland, OR, USA","18","23"
"14","2011","Portland, OR, USA","18","21"
"14","2011","Portland, OR, USA","18","22"
"14","2011","Portland, OR, USA","18","22"
"15","2011","Portland, OR, USA","21","27"
"15","2011","Portland, OR, USA","19","23"
"15","2011","Portland, OR, USA","17","19"
"14","2011","Portland, OR, USA","19","23"
"15","2011","Portland, OR, USA","18","21"
"13","2011","Portland, OR, USA","19","24"
"14","2011","Portland, OR, USA","18","22"
"9","2011","Portland, OR, USA","17","24"
"13","2011","Portland, OR, USA","21","29"
"15","2011","Portland, OR, USA","23","31"
"16","2011","Portland, OR, USA","20","24"
"13","2011","Portland, OR, USA","18","23"
"14","2011","Portland, OR, USA","19","24"
"13","2011","Portland, OR, USA","21","29"
"15","2011","Portland, OR, USA","22","28"
"14","2011","Portland, OR, USA","22","29"
"14","2011","Portland, OR, USA","21","26"
"13","2011","Portland, OR, USA","21","28"
"14","2011","Portland, OR, USA","21","27"
"14","2011","Portland, OR, USA","22","29"
"16","2011","Portland, OR, USA","23","29"
"16","2011","Portland, OR, USA","21","25"
"16","2011","Portland, OR, USA","19","23"
"15","2011","Portland, OR, USA","21","26"
"14","2011","Portland, OR, USA","19","23"
"15","2011","Portland, OR, USA","18","21"
"14","2011","Portland, OR, USA","20","26"
"14","2011","Portland, OR, USA","20","26"
"13","2011","Portland, OR, USA","21","27"
"14","2011","Portland, OR, USA","18","22"
"16","2011","Portland, OR, USA","19","23"
"16","2011","Portland, OR, USA","21","26"
"13","2011","Portland, OR, USA","21","29"
"13","2011","Portland, OR, USA","21","28"
"13","2011","Portland, OR, USA","19","26"
"13","2011","Portland, OR, USA","21","28"
"15","2011","Portland, OR, USA","26","36"
"16","2011","Portland, OR, USA","24","32"
"17","2011","Portland, OR, USA","22","28"
"18","2011","Portland, OR, USA","24","29"
"18","2011","Portland, OR, USA","25","32"
"19","2011","Portland, OR, USA","26","32"
"17","2011","Portland, OR, USA","24","31"
"16","2011","Portland, OR, USA","23","31"
"15","2011","Portland, OR, USA","22","28"
"16","2011","Portland, OR, USA","19","23"
"16","2011","Portland, OR, USA","19","21"
"14","2011","Portland, OR, USA","18","21"
"12","2011","Portland, OR, USA","19","26"
"11","2011","Portland, OR, USA","18","24"
"11","2011","Portland, OR, USA","21","31"
"13","2011","Portland, OR, USA","22","32"
"13","2011","Portland, OR, USA","22","31"
"14","2011","Portland, OR, USA","23","33"
"16","2011","Portland, OR, USA","25","34"
"17","2011","Portland, OR, USA","24","32"
"16","2011","Portland, OR, USA","24","33"
"16","2011","Portland, OR, USA","24","33"
"15","2011","Portland, OR, USA","24","34"
"14","2011","Portland, OR, USA","19","24"
"15","2011","Portland, OR, USA","18","21"
"15","2011","Portland, OR, USA","17","19"
"16","2011","Portland, OR, USA","18","19"
"12","2011","Portland, OR, USA","17","22"
"12","2011","Portland, OR, USA","14","16"
"14","2011","Portland, OR, USA","17","19"
"14","2011","Portland, OR, USA","18","22"
"10","2011","Portland, OR, USA","19","28"
"14","2011","Portland, OR, USA","22","29"
"14","2011","Portland, OR, USA","21","27"
"15","2011","Portland, OR, USA","23","30"
"17","2011","Portland, OR, USA","23","29"
"14","2011","Portland, OR, USA","17","19"
"12","2011","Portland, OR, USA","17","22"
"14","2011","Portland, OR, USA","17","20"
"8","2011","Portland, OR, USA","16","24"
"9","2011","Portland, OR, USA","18","27"
"11","2011","Portland, OR, USA","17","23"
"14","2011","Portland, OR, USA","15","16"
"13","2011","Portland, OR, USA","15","17"
"13","2011","Portland, OR, USA","16","18"
"11","2011","Portland, OR, USA","16","19"
"10","2011","Portland, OR, USA","12","14"
"10","2011","Portland, OR, USA","12","14"
"12","2011","Portland, OR, USA","13","15"
"12","2011","Portland, OR, USA","17","21"
"13","2011","Portland, OR, USA","14","15"
"12","2011","Portland, OR, USA","16","19"
"13","2011","Portland, OR, USA","16","18"
"11","2011","Portland, OR, USA","14","17"
"11","2011","Portland, OR, USA","12","13"
"9","2011","Portland, OR, USA","13","16"
"10","2011","Portland, OR, USA","13","17"
"9","2011","Portland, OR, USA","13","17"
"7","2011","Portland, OR, USA","13","18"
"9","2011","Portland, OR, USA","16","23"
"11","2011","Portland, OR, USA","14","17"
"11","2011","Portland, OR, USA","14","16"
"12","2011","Portland, OR, USA","15","17"
"14","2011","Portland, OR, USA","17","20"
"14","2011","Portland, OR, USA","16","17"
"5","2011","Portland, OR, USA","10","15"
"3","2011","Portland, OR, USA","9","15"
